school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
506,116382,3418,850/3418,"St John the Baptist Catholic Primary School, Andover",Local authority maintained schools,Open,Roman Catholic,5,11,6.9,Test Valley,210,21-01-2021,218,98,120,15,Outstanding,12-01-2009,Floral Way,Salisbury Road,,Andover,Hampshire,SP10 3PF,www.sjbschool.co.uk/,01264361806,Mrs,Catherine,Whatley,Headteacher,1
507,116383,3419,850/3419,"St Swithun Wells Catholic Primary School, Chandlers Ford",Local authority maintained schools,Open,Roman Catholic,4,11,6.7,Eastleigh,210,21-01-2021,193,91,102,13,Good,15-05-2018,Hillcrest Avenue,Chandler's Ford,,Eastleigh,Hampshire,SO53 2JP,http://www.st-swithunwells.org.uk,02380266210,Mrs,Anne-Marie,Jordan,Headteacher,2
508,116387,3426,850/3426,Western Downland Church of England Aided Primary School,Local authority maintained schools,Open,Church of England,3,11,10.1,New Forest,189,21-01-2021,205,96,109,19,Good,05-07-2017,Rockbourne,,,Fordingbridge,Hampshire,SP6 3NA,www.westerndownland.hants.sch.uk/,01725518233,Mrs,Alice,Tubbs,Headteacher,2
509,116388,3500,850/3500,St Peter's Church of England Aided Junior School,Local authority maintained schools,Open,Church of England,7,11,9.3,Rushmoor,276,21-01-2021,162,82,80,15,Requires improvement,25-04-2019,Church Avenue,,,Farnborough,Hampshire,GU14 7AP,www.stpeterscofejuniorschool.co.uk,01252543320,Miss,Carmella,Reece,Headteacher,3
510,116389,3501,850/3501,St Mark's Church of England Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,9.4,Rushmoor,105,21-01-2021,106,50,56,10,Outstanding,12-07-2012,Queen's Road,,,Farnborough,Hampshire,GU14 6DU,www.stmarkscofe.co.uk,01252544155,Mrs,Kay,Bowen - Interim Headteacher,Headteacher,1
511,116390,3551,850/3551,St Patrick's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,2,11,13.7,Rushmoor,222,21-01-2021,254,139,115,31,Good,13-03-2018,Whitefriars,Avenue Road,,Farnborough,Hampshire,GU14 7BW,http://www.st-patricks.hants.sch.uk,01252542511,Mrs,Paula,Dix,Headteacher,2
512,116391,3553,850/3553,St Bernadette's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,13.1,Rushmoor,289,21-01-2021,276,142,134,36,Requires improvement,22-09-2021,Tile Barn Close,Cove,,Farnborough,Hampshire,GU14 8LS,http://www.st-bernadettes.hants.sch.uk,01252548123,Mrs,Paula,DIX,Acting Headteacher,3
513,116392,3600,850/3600,Alverstoke Church of England Aided Junior School,Local authority maintained schools,Open,Church of England,7,11,8.7,Gosport,260,21-01-2021,264,149,115,23,Good,10-03-2017,The Avenue,Alverstoke,,Gosport,Hampshire,PO12 2JS,www.alverstoke-jun.hants.sch.uk/,02392580450,Mrs,Clare,Slowther,Headteacher,2
514,116393,3602,850/3602,"St John's, Gosport Church of England Voluntary Aided Primary School",Local authority maintained schools,Open,Church of England,4,11,30.4,Gosport,420,21-01-2021,383,189,194,116,Good,13-02-2019,Grove Road,,,Gosport,Hampshire,PO12 4JH,www.st-johns-gosport.hants.sch.uk/,02392582404,Mrs,Carolyn,Wilkinson,Headteacher,2
515,116394,3650,850/3650,St Mary's Catholic Primary School,Local authority maintained schools,Open,Roman Catholic,4,11,21.3,Gosport,270,21-01-2021,207,106,101,44,Requires improvement,04-12-2019,Ann's Hill Road,,,Gosport,Hampshire,PO12 3NB,http://www.stmarysgosport.co.uk,02392583979,Mrs,Lauren,O'Connor,,3
516,116399,3660,850/3660,Selborne Church of England Primary School,Local authority maintained schools,Open,Church of England,2,11,3,East Hampshire,105,21-01-2021,100,44,56,3,Good,05-06-2018,School Lane,Selborne,,Alton,Hampshire,GU34 3JA,www.selborne.hants.sch.uk/,01420511213,Miss,Claire,Murphy,Headteacher,2
517,116400,3661,850/3661,St John's Church of England Voluntary Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,10.3,Basingstoke and Deane,315,21-01-2021,311,182,129,32,Good,16-10-2019,Kingsmill Road,,,Basingstoke,Hampshire,RG21 3JU,www.st-johnscofe.hants.sch.uk,01256324121,Mrs,Angela,Nicholls,Headteacher,2
519,137403,3662,850/3662,St Anthony's Catholic Primary School,Academies,Open,Roman Catholic,4,11,5,Fareham,219,21-01-2021,218,102,116,11,Good,20-10-2021,Primate Road,Titchfield Common,,Fareham,Hampshire,PO14 4RP,www.saint-anthonysfareham.co.uk/,01489579100,,Roxy,Ashworth,Headteacher,2
520,116402,3663,850/3663,St Francis Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,2.6,Test Valley,436,21-01-2021,430,207,223,11,Outstanding,13-10-2011,Pilgrims Close,Valley Park,Chandler's Ford,Eastleigh,Hampshire,SO53 4ST,www.stfrancisceprimarysch.co.uk/,02380271178,Mrs,Dawn,Harrison,Headteacher,1
521,131450,3665,850/3665,St Mark's Church of England Primary School,Local authority maintained schools,Open,Church of England,4,11,8.3,Basingstoke and Deane,630,21-01-2021,624,330,294,52,Good,15-03-2018,Danebury Road,Hatch Warren,,Basingstoke,Hampshire,RG22 4US,www.stmarksprimary.net,01256346111,Mr,Charles,Applegate,Headteacher,2
522,116403,3666,850/3666,Crookham Church of England Aided Infant School,Local authority maintained schools,Open,Church of England,5,7,0,Hart,180,21-01-2021,166,84,82,0,Good,26-06-2018,Gallyhill Road,Church Crookham,,Fleet,Hampshire,GU52 6PU,http://www.crookhaminfants.co.uk/,01252615547,Mrs,Katharine,Bowen,Headteacher,2
523,134734,3667,850/3667,Cadland Primary School,Local authority maintained schools,Open,Does not apply,4,11,34.6,New Forest,403,21-01-2021,373,194,179,129,Good,20-06-2017,Whitefield Road,,,Holbury,Hampshire,SO45 2HW,www.cadland.hants.sch.uk/,02380892341,Mr,James,Nutbeam,,2
525,134945,3668,850/3668,Romsey Primary School,Local authority maintained schools,Open,Does not apply,3,11,13.7,Test Valley,420,21-01-2021,310,175,135,36,Good,30-10-2018,Mercer Way,,,Romsey,Hampshire,SO51 7PH,www.romseyprimary.co.uk,01794512362,Mr,Jason,Anderson,Headteacher,2
527,131516,3669,850/3669,Burnham Copse Primary School,Local authority maintained schools,Open,Does not apply,4,11,15.5,Basingstoke and Deane,315,21-01-2021,303,157,146,47,Good,13-09-2019,Newchurch Road,,,Tadley,Hampshire,RG26 4HN,www.bcp.hants.sch.uk/,01189814498,Mrs,Ali,Armstrong,Headteacher,2
529,135529,3670,850/3670,Woodcroft Primary,Local authority maintained schools,Open,Does not apply,4,11,57.6,Havant,210,21-01-2021,177,85,92,102,Good,01-03-2017,37 Woodcroft Lane,,,Waterlooville,Hampshire,PO8 9QD,http://www.woodcroftprimary.co.uk/,02392593939,Mr,Barry,Fanning,Headteacher,2
531,135885,3671,850/3671,Cranford Park Primary,Local authority maintained schools,Open,Church of England,4,11,12.3,Hart,210,21-01-2021,195,95,100,24,Good,22-03-2017,Cranford Park Drive,,,Yateley,Hampshire,GU46 6LB,https://www.cranfordparkprimary.co.uk/,01252870536,Miss,Georgina,Edwards,Acting Headteacher,2
533,135887,3672,850/3672,Endeavour Primary School,Local authority maintained schools,Open,Does not apply,4,11,25.8,Test Valley,840,21-01-2021,664,335,329,171,Good,14-02-2017,East Anton Farm Road,,,Andover,Hampshire,SP11 6RD,http://www.endeavourprimary.org,01264310458,Miss,Helen,Palmer,Headteacher (Acting),2
534,136407,3673,850/3673,Pilgrims' Cross CofE Aided Primary School,Local authority maintained schools,Open,Does not Apply,4,11,15.7,Test Valley,420,21-01-2021,402,188,214,63,Requires improvement,08-01-2020,Picket Twenty Way,,,Andover,Hampshire,SP11 6TY,www.pilgrimscross.co.uk,01264365434,Mr,Jon,LeFevre,Headteacher,3
535,128714,3750,850/3750,Bickleigh Down CofE Primary School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
536,116407,4012,850/4012,The Westgate School,Local authority maintained schools,Open,Does not apply,4,16,6.5,Winchester,1620,21-01-2021,1623,823,800,105,Good,14-12-2016,Cheriton Road,,,Winchester,Hampshire,SO22 5AZ,http://www.westgate.hants.sch.uk,01962854757,Mrs,Fae,Dean,Headteacher,2
540,136447,5201,850/5201,The Priory Primary School,Academies,Open,Does not Apply,4,11,3.4,Basingstoke and Deane,196,21-01-2021,179,78,101,6,Good,05-02-2020,Pamber End,,,Tadley,Hampshire,RG26 5QD,www.theprioryprimaryschool.org.uk,01256850062,Mr,Michael,Stewart,Headteacher,2
541,116482,5202,850/5202,Abbotswood Junior School,Local authority maintained schools,Open,Does not Apply,7,11,21.8,New Forest,600,21-01-2021,596,287,309,130,Good,29-06-2017,Ringwood Road,Totton,,Southampton,Hampshire,SO40 8EB,http://www.abbotswood.hants.sch.uk/,02380863159,Mr,Glenn,Moore,Headteacher,2
542,116483,5203,850/5203,Calmore Junior School,Local authority maintained schools,Open,Does not Apply,7,11,22.9,New Forest,240,21-01-2021,236,113,123,54,Good,03-02-2022,Calmore Drive,Calmore,,Southampton,Hampshire,SO40 2ZZ,www.calmorejunior.co.uk,02380865354,Miss,Cathy,Ingram,Headteacher,2
544,137422,5204,850/5204,St Joseph's Catholic Primary School,Academies,Open,Roman Catholic,4,11,5.7,Rushmoor,476,21-01-2021,489,246,243,28,Outstanding,14-09-2011,Bridge Road,,,Aldershot,Hampshire,GU11 3DD,www.stjosephsaldershot.org/,01252350583,Mr,Bill,James,Headteacher,1
547,141474,5205,850/5205,Blackfield Primary School,Academies,Open,Does not Apply,4,11,34.4,New Forest,540,21-01-2021,453,231,222,156,Good,13-09-2017,Hampton Lane,Blackfield,,Southampton,Hampshire,SO45 1XA,www.blackfield.hants.sch.uk/,02380893132,Mr,Tariq,Sasso,Headteacher,2
548,116486,5206,850/5206,Hordle CofE (VA) Primary School,Local authority maintained schools,Open,Church of England,2,11,11.2,New Forest,336,21-01-2021,400,211,189,40,Outstanding,09-02-2022,Hordle Lane,Hordle,,Lymington,Hampshire,SO41 0FB,www.hordle.hants.sch.uk/,01425611657,Mrs,Fiona,Adams,Headteacher,1
549,116488,5208,850/5208,Ashley Junior School,Local authority maintained schools,Open,Does not Apply,7,11,24.3,New Forest,270,21-01-2021,251,128,123,61,Good,22-05-2018,Normans Way,Ashley Road,Ashley,New Milton,Hampshire,BH25 5FN,www.ashleyjuniorschool.co.uk,01425616510,Mr,Ian,Rix,Headteacher,2
550,116489,5209,850/5209,"St Peter's Catholic Primary School, Waterlooville",Local authority maintained schools,Open,Roman Catholic,4,11,10.8,Havant,436,21-01-2021,436,204,232,47,Good,20-11-2019,Stakes Hill Road,,,Waterlooville,Hampshire,PO7 7BP,www.stpeterswaterlooville.co.uk,02392262599,Mr,Richard,Cunningham,Interim Headteacher,2
551,116490,5210,850/5210,Mill Rythe Infant School,Local authority maintained schools,Open,Does not Apply,5,7,18.8,Havant,270,21-01-2021,186,107,79,35,Good,18-05-2017,Havant Road,,,Hayling Island,Hampshire,PO11 0PA,www.millrytheinfants.co.uk,02392465531,Mrs,Lucy,Ford,Headteacher,2
554,128684,9905,850/9905,Chawleigh Primary School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
555,128685,9906,850/9906,Countess Weir First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
556,128686,9907,850/9907,Pinhoe First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
557,128699,9908,850/9908,Highampton County Primary School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
558,128711,9909,850/9909,St Michael's CofE Middle School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
562,136755,2001,936/2001,Pewley Down Infant School,Local authority maintained schools,Open,Church of England,4,7,6.7,Guildford,180,21-01-2021,179,88,91,12,Outstanding,12-07-2012,Semaphore Road,,,Guildford,Surrey,GU1 3PT,www.htpd.surrey.sch.uk/,01483570038,Dr,Clare,Brunet,,1
563,130009,2002,936/2002,Alfold First School,Local authority maintained schools,Closed,Does not apply,4,7,,Waverley,,,,,,,Not reported,,Loxwood Road,Alfold,,Cranleigh,Surrey,GU6 8HP,,,,,,Headteacher,
564,130010,2003,936/2003,Ash Vale First School,Local authority maintained schools,Closed,Does not apply,4,7,,Guildford,,,,,,,Not reported,,Frimley Road,Ash Vale,,Aldershot,Hampshire,GU12 5NZ,,,,,,Headteacher,
566,145543,2004,936/2004,Wyke Primary Academy,Academies,Open,Does not apply,4,11,7.8,Guildford,210,21-01-2021,204,117,87,16,Not reported,,School Lane,Normandy,,Guildford,Surrey,GU3 2HS,www.wyke.kite.academy,01483811197,Mrs,Michelle,Wilson,Headteacher,
568,140808,2005,936/2005,Banstead Infant School,Academies,Open,Does not apply,5,7,12.6,Reigate and Banstead,270,21-01-2021,261,127,134,33,Good,26-09-2018,The Horseshoe,,,Banstead,Surrey,SM7 2BQ,http://www.bansteadinfant.co.uk,01737354816,Mr,Andrew,Burbidge,Headteacher,2
569,138226,2006,936/2006,Cobham Free School,Free Schools,Open,Does not apply,4,18,13,Elmbridge,1064,21-01-2021,642,334,308,77,Good,14-09-2017,Portsmouth Road,,,Cobham,Surrey,KT11 1TF,www.cobhamfreeschool.org.uk,03303300237,Mrs,Michaela,Khatib,,2
570,130011,2007,936/2007,Chipstead First School,Local authority maintained schools,Closed,Does not apply,4,7,,Reigate and Banstead,,,,,,,Not reported,,High Road,Chipstead,,Coulsdon,Surrey,CR5 3SD,,,,,,Headteacher,
571,124937,2008,936/2008,Kingswood Primary School,Local authority maintained schools,Open,Does not apply,4,11,6,Reigate and Banstead,210,21-01-2021,200,106,94,12,Good,01-12-2021,Buckland Road,Lower Kingswood,,Tadworth,Surrey,KT20 7EA,http://www.kingswood.surrey.sch.uk,01737832135,Mr,Andrew,Powell,Headteacher,2
574,140810,2010,936/2010,Warren Mead Junior School,Academies,Open,Does not apply,7,11,5.6,Reigate and Banstead,300,21-01-2021,303,150,153,17,Good,12-01-2017,Roundwood Way,Nork,,Banstead,Surrey,SM7 1EJ,www.warrenmead.co.uk,01737353725,Mr,Scott,Maclean,Headteacher,2
575,139070,2011,936/2011,Weyfield Academy,Academies,Open,Does not apply,4,11,44.8,Guildford,450,21-01-2021,212,110,102,95,Requires improvement,10-07-2019,School Close,Off Woking Road,,Guildford,,GU1 1QJ,www.weyfield-tkat.org/,01483598956,Ms,Janette,McClintock,,3
576,124939,2012,936/2012,Walton-on-the-Hill Primary School,Local authority maintained schools,Open,Does not apply,5,11,5.3,Reigate and Banstead,210,21-01-2021,208,103,105,11,Good,15-09-2021,Walton Street,Walton-on-the-Hill,,Tadworth,Surrey,KT20 7RR,http://www.walton-on-the-hill.surrey.sch.uk/,01737812103,Mr,Timothy,Samuel,Headteacher,2
578,147257,2013,936/2013,Woodmansterne Primary School,Academies,Open,Does not apply,2,11,10.5,Reigate and Banstead,420,21-01-2021,398,195,203,39,Not reported,,Carshalton Road,Woodmansterne,,Banstead,Surrey,SM7 3HU,https://www.wps.org.uk/,01737353120,Mrs,Clare,Goldsmith,Acting Head Teacher,
579,139557,2014,936/2014,Lime Tree Primary School,Academies,Open,Does not apply,3,11,11.9,Reigate and Banstead,420,21-01-2021,485,229,256,54,Good,06-06-2019,Battlebridge Lane,,,Merstham,Surrey,RH1 3LH,www.limetreeschool.org,01737645836,Mrs,Claire,Williamson,,2
580,139721,2016,936/2016,St John's Church of England Primary School,Academies,Open,Church of England,3,11,35.9,Mole Valley,262,21-01-2021,231,120,111,79,Good,01-12-2021,Goodwyns Road,,,Dorking,Surrey,RH4 2LR,www.stjohnsdorking.uk,01306884506,Mrs,Jacky,Fyson,Headteacher,2
581,139915,2017,936/2017,Marden Lodge Primary School and Nursery,Academies,Open,Does not apply,2,11,30.5,Tandridge,315,21-01-2021,236,113,123,72,Good,10-11-2021,Croydon Road,,,Caterham,Surrey,CR3 6QH,www.mardenlodge.org,01883343014,,Denise,Coady,Headteacher,2
582,139916,2018,936/2018,Warlingham Village Primary School,Academies,Open,Does not apply,4,11,17.5,Tandridge,210,21-01-2021,211,109,102,37,Outstanding,12-06-2015,85 Farleigh Road,,Warlingham Village School,Warlingham,Surrey,CR6 9EJ,http://www.warlinghamvillage.org/,01883622747,Mrs,Anna,Hallett,Headteacher,1
583,139951,2019,936/2019,Pyrcroft Grange Primary School,Academies,Open,Does not apply,2,11,27.1,Runnymede,250,21-01-2021,255,138,117,69,Outstanding,15-12-2016,Pyrcroft Road,,,Chertsey,Surrey,KT16 9EW,www.pyrcroftgrange.surrey.sch.uk,01932564094,Mrs,Susan,Nardoni,,1
586,140026,2020,936/2020,St Mary's Church of England Primary School,Academies,Open,Church of England,5,11,4.6,Waverley,240,21-01-2021,219,119,100,10,Good,06-02-2019,Petworth Road,Chiddingfold,,Godalming,Surrey,GU8 4UF,www.stmaryschidd.org/,01428683115,Mrs,Sheila,Buckley,,2
587,140028,2021,936/2021,St Paul's CofE Primary School,Academies,Open,Church of England,4,11,31.3,Runnymede,420,21-01-2021,390,207,183,122,Good,25-01-2017,School Lane,,,Addlestone,Surrey,KT15 1TD,www.st-pauls-school.net/,01932848528,Mrs,Louise,Kaye,,2
588,140034,2022,936/2022,The Echelford Primary School,Academies,Open,Does not apply,4,11,14.6,Spelthorne,630,21-01-2021,602,296,306,88,Good,03-11-2021,Park Road,,,Ashford,Surrey,TW15 1EX,www.echelfordprimary.co.uk,01784253233,Headteacher,Ms Karla Pearson,Ms Karen Oakley,Headteacher,2
589,140339,2023,936/2023,St John's Primary School,Academies,Open,Does not apply,2,11,30.8,Woking,310,21-01-2021,226,119,107,62,Requires improvement,07-10-2021,Victoria Road,Knaphill,,Woking,Surrey,GU21 2AS,www.stjohnsknaphill.co.uk,01483476450,Mrs,Ellen,Rinttila,Head of School,3
590,140348,2024,936/2024,Kenyngton Manor Primary School,Academies,Open,Does not apply,2,11,35.4,Spelthorne,502,21-01-2021,440,218,222,153,Good,24-11-2016,Bryony Way,Off Beechwood Avenue,,Sunbury-on-Thames,Surrey,TW16 7QL,www.kenyngtonmanor.org/,01932783778,Mr,Lee,Herdman,Head of School,2
591,130013,2025,936/2025,Betchworth County First School,Local authority maintained schools,Closed,Does not apply,4,7,,Mole Valley,,,,,,,Not reported,,The Street,,,Betchworth,Surrey,RH3 7DJ,,,,,,Headteacher,
593,144229,2026,936/2026,Bletchingley Village Primary School,Academies,Open,Does not apply,2,11,22.5,Tandridge,210,21-01-2021,236,128,108,53,Good,12-03-2020,Coneybury,Bletchingley,,Redhill,Surrey,RH1 4PP,www.bletchingleyschool.co.uk,01883743337,Mrs,Debbie,Gregori,Headteacher,2
594,140349,2027,936/2027,Cordwalles Junior School,Academies,Open,Does not apply,7,11,33.6,Surrey Heath,240,21-01-2021,211,109,102,71,Good,11-01-2017,Berkshire Road,Old Dean Estate,,Camberley,Surrey,GU15 4DR,www.cordwalles.org,0127623298,Mrs,Claire-Louise,West,,2
595,140350,2028,936/2028,Springfield Primary School,Academies,Open,Does not apply,2,11,24.8,Spelthorne,460,21-01-2021,412,209,203,102,Good,30-11-2016,Nursery Road,,,Sunbury-on-Thames,Surrey,TW16 6LY,www.springfieldsch.org/,01932782815,Mrs,Caroline,Gibbins,Acting Headteacher,2
596,140860,2029,936/2029,Sayes Court School,Academies,Open,Does not Apply,2,11,17.9,Runnymede,270,21-01-2021,245,130,115,40,Good,24-05-2017,Sayes Court Farm Drive,,,Addlestone,Surrey,KT15 1NB,http://www.sayescourt.surrey.sch.uk,01932845093,Mrs,Rochelle,Richmond,,2
597,141036,2030,936/2030,Trinity Oaks Church of England Primary School,Local authority maintained schools,Open,Church of England,3,11,6,Reigate and Banstead,210,21-01-2021,240,134,106,14,Good,02-03-2017,Brookfield Drive,,,Horley,Surrey,RH6 9NS,www.trinityoaks.surrey.sch.uk,01293776935,Miss,Lisa,Tansley,,2
598,141197,2031,936/2031,Sandfield Primary School,Academies,Open,Does not apply,4,11,13.5,Guildford,210,21-01-2021,207,104,103,28,Good,07-06-2017,Stoke Road,,,Guildford,Surrey,GU1 4DT,www.sandfield.surrey.sch.uk/,01483566586,Mrs,Katharine,Collins,Headteacher,2
599,141347,2032,936/2032,St Lawrence Primary School,Academies,Open,Does not apply,5,11,12.4,Guildford,210,21-01-2021,202,112,90,25,Good,18-10-2017,Lower Road,Effingham,,Leatherhead,Surrey,KT24 5JP,www.stlawrence-primary.surrey.sch.uk/,01372452870,Mr,Tom,Dell,,2
600,141667,2033,936/2033,Highfield South Farnham School,Academies,Open,Does not apply,3,11,19.5,Waverley,210,21-01-2021,394,188,206,70,Outstanding,11-01-2018,Weydon Lane,,,Farnham,Surrey,GU9 8QH,www.highfield-sf.surrey.sch.uk,01252721079,Mr,Gregory,West,,1
601,142019,2034,936/2034,Salfords Primary School,Academies,Open,Does not apply,2,11,23.2,Reigate and Banstead,450,21-01-2021,381,186,195,83,Requires improvement,03-05-2018,Copsleigh Avenue,Salfords,,Redhill,Surrey,RH1 5BQ,www.salfordsschool.org,01737762940,Co Headteacher,Carrie Christer,Claire Regnard,,3
602,142083,2035,936/2035,The Weald CofE Primary School,Academies,Open,Church of England,5,11,14,Mole Valley,346,21-01-2021,178,87,91,25,Inadequate,01-11-2018,Newdigate Road,Beare Green,,Dorking,Surrey,RH5 4QW,www.wealdprimaryschool.co.uk,01306711719,Mr,James,Baguley,,4
603,142084,2036,936/2036,Brookwood Primary School,Academies,Open,Does not apply,4,11,14,Woking,210,21-01-2021,172,85,87,24,Good,12-09-2018,Connaught Road,Brookwood,,Woking,Surrey,GU24 0HF,www.brookwood.surrey.sch.uk,01483473315,Mr,David,Gunning,,2
604,144994,2039,936/2039,St Matthew's CofE Primary School,Academies,Open,Church of England,3,11,24.6,Reigate and Banstead,460,21-01-2021,384,191,193,88,Not reported,,Linkfield Lane,,,Redhill,Surrey,RH1 1JF,www.stmatthewsredhill.org.uk,01737762080,Mrs,Janet,Lightfoot,,
605,145887,2040,936/2040,Hatchlands Primary,Free Schools,Open,Does not Apply,4,11,14.6,Reigate and Banstead,420,21-01-2021,137,67,70,20,Not reported,,Hatchlands Road,,,Redhill,,RH1 6AT,https://www.hatchlandsprimary.co.uk/,01737763549,Ms,Moira,Anderson,,
606,146264,2041,936/2041,Meadhurst Primary School,Academies,Open,Does not apply,3,11,21.2,Spelthorne,690,21-01-2021,524,259,265,111,Not reported,,Feltham Hill Road,,,Ashford,Middlesex,TW15 1LP,https://www.meadhurst.org/,01784253311,Mrs,Hayley,Lacey,,
608,146438,2042,936/2042,Surrey Hills All Saints Primary School,Academies,Open,Church of England,4,11,10.2,Mole Valley,300,21-01-2021,206,104,102,21,Not reported,,School Lane,,Westcott,Dorking,,RH4 3QF,www.surreyhillsprimaryschool.org.uk,01306881136,Mr,Simon,Coles,,
609,146781,2043,936/2043,St Mark and All Saints Church of England Primary,Academies,Open,Church of England,3,11,40.9,Waverley,203,21-01-2021,100,53,47,38,Not reported,,Franklyn Road,,,Godalming,Surrey,GU7 2LD,www.stmarkallsaints.uk,01483422924,Mrs,Caroline,Mallett,,
610,147678,2044,936/2044,Darley Dene Primary School,Academies,Open,Does not apply,3,11,38.8,Runnymede,210,21-01-2021,215,103,112,81,Not reported,,Garfield Road,,,Addlestone,Surrey,KT15 2NP,www.darleydeneprimary.co.uk,01932847674,Ms,Sarah,Kober,,
615,130016,2047,936/2047,Marden Lodge County Middle School,Local authority maintained schools,Closed,Does not apply,8,12,,Tandridge,,,,,,,Not reported,,Croydon Road,,,Caterham,Surrey,CR3 6QE,,,,,,Headteacher,
616,130017,2048,936/2048,Marden Lodge County First School,Local authority maintained schools,Closed,Does not apply,5,8,,Tandridge,,,,,,,Not reported,,Croydon Road,,,Caterham,Surrey,CR3 6QE,,,,,,Headteacher,
621,144230,2050,936/2050,Hamsey Green Primary,Academies,Open,Does not apply,2,11,17.7,Tandridge,420,21-01-2021,328,178,150,58,Good,06-02-2020,Tithepit Shaw Lane,,,Warlingham,Surrey,CR6 9AN,www.hamsey.surrey.sch.uk,01883622000,Mrs,Nicola,Mace,Headteacher,2
623,147856,2052,936/2052,Westvale Park Primary Academy,Free Schools,Open,Does not Apply,2,11,4.7,Reigate and Banstead,480,21-01-2021,94,43,51,3,Not reported,,Cavell Way,Westvale Park,,Horley,Surrey,RH6 8SU,https://www.westvaleparkprimaryacademy.org,01293365019,Mrs,Susan,Kelly,,
624,124946,2056,936/2056,Charlwood Village Primary School,Local authority maintained schools,Open,Does not apply,5,11,12.1,Mole Valley,105,21-01-2021,99,55,44,12,Good,21-11-2018,Chapel Road,Charlwood,,Horley,Surrey,RH6 0DA,http://www.charlwood.surrey.sch.uk,01293862302,Ms,Victoria,Lanham,Headteacher,2
625,148469,2057,936/2057,St Jude's CofE Infant School,Local authority maintained schools,Open,Church of England,2,7,,Runnymede,,,,,,,Not reported,,Barley Mow Road,Englefield Green,,Egham,,TW20 0NP,https://stjudesinfant.surrey.sch.uk,01784435586,Miss,Michelle,McNamee,,
628,140876,2058,936/2058,New Haw Community Junior School,Academies,Open,Does not apply,7,11,7.7,Runnymede,344,21-01-2021,363,187,176,28,Not reported,,The Avenue,New Haw,,Addlestone,Surrey,KT15 3RL,http://www.new-haw.surrey.sch.uk,01932336571,Mrs,Marie,Cahill,Headteacher,
632,149037,2061,936/2061,Busbridge Infant School,Academies,Open,Does not apply,4,7,,Waverley,180,,,,,,Not reported,,Hambledon Road,Busbridge,,Godalming,Surrey,GU7 1PJ,,01483417898,Mr,Darren,Heatley,,
635,124949,2072,936/2072,North Downs Primary School,Local authority maintained schools,Open,Does not apply,4,11,7.3,Mole Valley,436,21-01-2021,423,224,199,31,Good,07-02-2018,Wheelers Lane,Brockham,,Betchworth,Surrey,RH3 7LA,http://www.northdowns.surrey.sch.uk,01737843384,Mrs,Jane,Douglass,Headteacher,2
639,124952,2078,936/2078,Trumps Green Infant School,Local authority maintained schools,Open,Does not apply,5,7,9.7,Runnymede,180,21-01-2021,176,88,88,17,Outstanding,16-01-2009,Crown Road,,,Virginia Water,Surrey,GU25 4HD,http://www.trumps-green.surrey.sch.uk,01344843928,Miss,Sarah,Morris,Acting Headteacher,1
640,124953,2079,936/2079,Manorcroft Primary School,Local authority maintained schools,Open,Does not apply,4,11,12.4,Runnymede,420,21-01-2021,403,212,191,50,Good,21-03-2018,Wesley Drive,,,Egham,Surrey,TW20 9LX,www.manorcroftschool.co.uk,01784432155,Ms,Ann,Wheeler,Headteacher,2
641,124954,2082,936/2082,Epsom Downs County Infant School,Local authority maintained schools,Closed,Does not apply,5,7,,Epsom and Ewell,,,,,,,Not reported,,Grosvenor Road,,,Epsom,Surrey,KT18 6JH,,,,,,Headteacher,
642,124955,2083,936/2083,Ewell Grove Primary and Nursery School,Local authority maintained schools,Open,Does not apply,3,11,8.9,Epsom and Ewell,420,21-01-2021,449,243,206,38,Outstanding,21-01-2009,West Street,Ewell,,Epsom,Surrey,KT17 1UZ,http://www.ewell-grove.surrey.sch.uk,02083934393,Mrs,Kate,Keane,Headteacher,1
